,index,Rating,Player,mu,sigma,skills_threesigma,Player Name,Player DOB
19,1974-08-11Darryl Wakelin,"trueskill.Rating(mu=26.752, sigma=6.345)",1974-08-11Darryl Wakelin,26.751690238085516,6.345237874817338,7.715976613633501,Darryl Wakelin,1974-08-11
20,1974-08-12Shane Wakelin,"trueskill.Rating(mu=22.027, sigma=6.118)",1974-08-12Shane Wakelin,22.02672766847317,6.117896008693797,3.6730396423917817,Shane Wakelin,1974-08-12
21,1974-08-27Greg Stafford,"trueskill.Rating(mu=25.774, sigma=7.743)",1974-08-27Greg Stafford,25.773957669412923,7.743328717620441,2.5439715165516006,Greg Stafford,1974-08-27
22,1974-09-09Shane Crawford,"trueskill.Rating(mu=33.949, sigma=6.110)",1974-09-09Shane Crawford,33.94883804907473,6.110131625519289,15.618443172516862,Shane Crawford,1974-09-09
23,1974-11-14Scott West,"trueskill.Rating(mu=27.327, sigma=6.307)",1974-11-14Scott West,27.326681161366814,6.307076411894107,8.405451925684496,Scott West,1974-11-14
24,1974-12-23Scott Burns,"trueskill.Rating(mu=23.805, sigma=6.668)",1974-12-23Scott Burns,23.804575320245174,6.667815415072825,3.8011290750266973,Scott Burns,1974-12-23
25,1975-01-22David Neitz,"trueskill.Rating(mu=22.859, sigma=6.338)",1975-01-22David Neitz,22.858961625111082,6.337668172012152,3.845957109074625,David Neitz,1975-01-22
26,1975-01-30Jarrad Schofield,"trueskill.Rating(mu=24.948, sigma=8.245)",1975-01-30Jarrad Schofield,24.947971459619048,8.2446385821798,0.21405571307964877,Jarrad Schofield,1975-01-30
27,1975-02-19John Barker,"trueskill.Rating(mu=24.268, sigma=8.075)",1975-02-19John Barker,24.267676772391667,8.075329867735721,0.04168716918450244,John Barker,1975-02-19
28,1975-03-19Matthew Richardson,"trueskill.Rating(mu=22.688, sigma=5.547)",1975-03-19Matthew Richardson,22.688046240826882,5.546536697275892,6.048436148999205,Matthew Richardson,1975-03-19
29,1975-05-07Dustin Fletcher,"trueskill.Rating(mu=32.468, sigma=4.338)",1975-05-07Dustin Fletcher,32.46765816537931,4.33818456743203,19.45310446308322,Dustin Fletcher,1975-05-07
30,1975-06-08Mark Ricciuto,"trueskill.Rating(mu=25.239, sigma=7.301)",1975-06-08Mark Ricciuto,25.239378325422233,7.30102740110986,3.3362961220926515,Mark Ricciuto,1975-06-08
31,1975-07-07Michael Voss,"trueskill.Rating(mu=22.927, sigma=7.503)",1975-07-07Michael Voss,22.926673398900718,7.503476685718739,0.41624334174450084,Michael Voss,1975-07-07
32,1975-07-11Matthew Bishop,"trueskill.Rating(mu=24.356, sigma=7.300)",1975-07-11Matthew Bishop,24.355838432991845,7.299698074671096,2.456744208978556,Matthew Bishop,1975-07-11
33,1975-07-12Luke Darcy,"trueskill.Rating(mu=24.668, sigma=7.317)",1975-07-12Luke Darcy,24.667758319427655,7.316867466715531,2.717155919281062,Luke Darcy,1975-07-12
34,1975-08-11Scott Camporeale,"trueskill.Rating(mu=27.410, sigma=7.638)",1975-08-11Scott Camporeale,27.409985672158847,7.637581692262573,4.4972405953711245,Scott Camporeale,1975-08-11
35,1975-08-20Adam Kingsley,"trueskill.Rating(mu=23.768, sigma=8.193)",1975-08-20Adam Kingsley,23.768006547764546,8.193204802258329,-0.8116078590104401,Adam Kingsley,1975-08-20
36,1975-10-01Justin Leppitsch,"trueskill.Rating(mu=23.417, sigma=8.147)",1975-10-01Justin Leppitsch,23.41734130216868,8.1474402234627,-1.0249793682194195,Justin Leppitsch,1975-10-01
37,1975-11-23Andrew Kellaway,"trueskill.Rating(mu=30.962, sigma=7.286)",1975-11-23Andrew Kellaway,30.96211556872698,7.28575871510131,9.104839423423048,Andrew Kellaway,1975-11-23
38,1975-11-25Barnaby French,"trueskill.Rating(mu=21.591, sigma=7.863)",1975-11-25Barnaby French,21.59122447695332,7.863396681339209,-1.9989655670643032,Barnaby French,1975-11-25
39,1976-02-09Shaun McManus,"trueskill.Rating(mu=22.433, sigma=6.671)",1976-02-09Shaun McManus,22.432934722540903,6.670854661714512,2.4203707373973664,Shaun McManus,1976-02-09
40,1976-02-10Daniel Chick,"trueskill.Rating(mu=30.681, sigma=6.557)",1976-02-10Daniel Chick,30.68086879807438,6.557244812434012,11.009134360772343,Daniel Chick,1976-02-10
41,1976-02-16Adam Simpson,"trueskill.Rating(mu=18.361, sigma=5.524)",1976-02-16Adam Simpson,18.360652829806494,5.523588456307248,1.7898874608847493,Adam Simpson,1976-02-16
42,1976-02-17Matthew Lappin,"trueskill.Rating(mu=20.860, sigma=7.116)",1976-02-17Matthew Lappin,20.86034124189383,7.115626115363132,-0.4865371041955662,Matthew Lappin,1976-02-17
43,1976-03-01Peter Bell,"trueskill.Rating(mu=22.171, sigma=5.870)",1976-03-01Peter Bell,22.17113410090668,5.8695241686221244,4.562561595040307,Peter Bell,1976-03-01
44,1976-03-03Fraser Gehrig,"trueskill.Rating(mu=23.766, sigma=5.877)",1976-03-03Fraser Gehrig,23.765588705901298,5.877063896768779,6.13439701559496,Fraser Gehrig,1976-03-03
45,1976-03-19Clark Keating,"trueskill.Rating(mu=22.526, sigma=8.171)",1976-03-19Clark Keating,22.5258859851014,8.17094639953939,-1.9869532135167738,Clark Keating,1976-03-19
46,1976-05-03Brad Scott,"trueskill.Rating(mu=24.269, sigma=7.372)",1976-05-03Brad Scott,24.269158697052845,7.3716386574763195,2.1542427246238844,Brad Scott,1976-05-03
47,1976-05-03Chris Scott,"trueskill.Rating(mu=24.079, sigma=8.271)",1976-05-03Chris Scott,24.07933598953289,8.27116400518004,-0.7341560260072306,Chris Scott,1976-05-03
48,1976-05-20Darren Gaspar,"trueskill.Rating(mu=19.614, sigma=7.436)",1976-05-20Darren Gaspar,19.61438764999626,7.436445593475799,-2.6949491304311373,Darren Gaspar,1976-05-20
49,1976-05-30Chris Johnson,"trueskill.Rating(mu=21.535, sigma=7.281)",1976-05-30Chris Johnson,21.535301497322486,7.281157469763288,-0.30817091196738033,Chris Johnson,1976-05-30
50,1976-06-21Nigel Lappin,"trueskill.Rating(mu=24.626, sigma=6.936)",1976-06-21Nigel Lappin,24.62634074075475,6.936105640780234,3.818023818414048,Nigel Lappin,1976-06-21
51,1976-06-28Clint Bizzell,"trueskill.Rating(mu=25.837, sigma=7.634)",1976-06-28Clint Bizzell,25.83743256893335,7.633523849491938,2.9368610204575347,Clint Bizzell,1976-06-28
52,1976-07-10Brendon Lade,"trueskill.Rating(mu=29.205, sigma=5.577)",1976-07-10Brendon Lade,29.20481089492896,5.576891797612139,12.474135502092544,Brendon Lade,1976-07-10
53,1976-07-18Brad Johnson,"trueskill.Rating(mu=31.717, sigma=4.885)",1976-07-18Brad Johnson,31.71694380779515,4.885210895862779,17.061311120206813,Brad Johnson,1976-07-18
54,1976-07-24Peter Walsh,"trueskill.Rating(mu=20.006, sigma=7.610)",1976-07-24Peter Walsh,20.005589041034682,7.61010028305679,-2.824711808135689,Peter Walsh,1976-07-24
55,1976-08-04Andrew McLeod,"trueskill.Rating(mu=26.712, sigma=5.197)",1976-08-04Andrew McLeod,26.712216823229962,5.197435686035723,11.119909765122793,Andrew McLeod,1976-08-04
56,1976-08-06Tyson Edwards,"trueskill.Rating(mu=23.592, sigma=5.468)",1976-08-06Tyson Edwards,23.591969339435753,5.467574194653106,7.189246755476436,Tyson Edwards,1976-08-06
57,1976-08-12Troy Cook,"trueskill.Rating(mu=22.700, sigma=7.543)",1976-08-12Troy Cook,22.700315011440047,7.54323459816236,0.0706112169529689,Troy Cook,1976-08-12
58,1976-08-14Nathan Brown,"trueskill.Rating(mu=21.354, sigma=6.972)",1976-08-14Nathan Brown,21.354082117552608,6.97201829456736,0.43802723385052644,Nathan Brown,1976-08-14
59,1976-09-02Max Hudghton,"trueskill.Rating(mu=22.244, sigma=5.624)",1976-09-02Max Hudghton,22.243702090207307,5.623606147399017,5.372883648010255,Max Hudghton,1976-09-02
60,1976-09-04James Clement,"trueskill.Rating(mu=23.552, sigma=6.553)",1976-09-04James Clement,23.552054238736353,6.55340445256399,3.8918408810443808,James Clement,1976-09-04
61,1976-09-07Stephen Powell,"trueskill.Rating(mu=26.096, sigma=8.064)",1976-09-07Stephen Powell,26.096349099136752,8.064002846631933,1.9043405592409535,Stephen Powell,1976-09-07
62,1976-10-05James McDonald,"trueskill.Rating(mu=19.832, sigma=5.530)",1976-10-05James McDonald,19.831679780127743,5.529763790371457,3.2423884090133726,James McDonald,1976-10-05
63,1976-10-25Brett Kirk,"trueskill.Rating(mu=24.855, sigma=4.784)",1976-10-25Brett Kirk,24.854910080044608,4.783783231278371,10.503560386209493,Brett Kirk,1976-10-25
64,1976-11-21Michael Wilson,"trueskill.Rating(mu=28.870, sigma=6.658)",1976-11-21Michael Wilson,28.869743662660188,6.657602992323631,8.896934685689295,Michael Wilson,1976-11-21
65,1976-12-07Nathan Bassett,"trueskill.Rating(mu=29.096, sigma=5.970)",1976-12-07Nathan Bassett,29.09609998301966,5.970307737311664,11.185176771084667,Nathan Bassett,1976-12-07
66,1976-12-26Simon Goodwin,"trueskill.Rating(mu=26.800, sigma=5.231)",1976-12-26Simon Goodwin,26.799883680773526,5.230953117249763,11.107024329024236,Simon Goodwin,1976-12-26
67,1977-01-14Richard Vandenberg,"trueskill.Rating(mu=23.805, sigma=7.411)",1977-01-14Richard Vandenberg,23.804611744661816,7.411458917348825,1.5702349926153403,Richard Vandenberg,1977-01-14
68,1977-02-08Barry Hall,"trueskill.Rating(mu=25.920, sigma=4.642)",1977-02-08Barry Hall,25.91987819120031,4.642428538795327,11.99259257481433,Barry Hall,1977-02-08
69,1977-02-19Jeff White,"trueskill.Rating(mu=22.474, sigma=6.575)",1977-02-19Jeff White,22.47378868157585,6.5747999637562575,2.7493887903070764,Jeff White,1977-02-19
70,1977-02-20Michael OLoughlin,"trueskill.Rating(mu=27.416, sigma=5.356)",1977-02-20Michael OLoughlin,27.416156426149136,5.356194481417852,11.347572981895581,Michael OLoughlin,1977-02-20
71,1977-02-24Jason Akermanis,"trueskill.Rating(mu=31.173, sigma=5.362)",1977-02-24Jason Akermanis,31.172899841976168,5.361502922510841,15.088391074443646,Jason Akermanis,1977-02-24
72,1977-03-15Blake Caracella,"trueskill.Rating(mu=28.016, sigma=8.114)",1977-03-15Blake Caracella,28.015854021928472,8.114456040707118,3.6724858998071177,Blake Caracella,1977-03-15
73,1977-04-15Darren Milburn,"trueskill.Rating(mu=32.410, sigma=5.066)",1977-04-15Darren Milburn,32.4100279331334,5.066116467004746,17.211678532119162,Darren Milburn,1977-04-15
74,1977-04-19Shannon Grant,"trueskill.Rating(mu=27.950, sigma=5.622)",1977-04-19Shannon Grant,27.950122577724212,5.621871575189244,11.08450785215648,Shannon Grant,1977-04-19
75,1977-05-03Joel Smith,"trueskill.Rating(mu=23.712, sigma=6.614)",1977-05-03Joel Smith,23.711676263884407,6.61422635242639,3.8689972066052363,Joel Smith,1977-05-03
76,1977-05-06Mark Chaffey,"trueskill.Rating(mu=23.922, sigma=8.009)",1977-05-06Mark Chaffey,23.92202707744508,8.009272333203288,-0.10578992216478511,Mark Chaffey,1977-05-06
77,1977-05-08Matthew Robbins,"trueskill.Rating(mu=24.702, sigma=6.888)",1977-05-08Matthew Robbins,24.701614101673137,6.8880543507065255,4.03745104955356,Matthew Robbins,1977-05-08
78,1977-05-10Ben Holland,"trueskill.Rating(mu=29.580, sigma=6.875)",1977-05-10Ben Holland,29.57975839814068,6.874875542138832,8.955131771724183,Ben Holland,1977-05-10
79,1977-05-19Leo Barry,"trueskill.Rating(mu=31.675, sigma=5.273)",1977-05-19Leo Barry,31.675412268799317,5.273002740270794,15.856404047986935,Leo Barry,1977-05-19
80,1977-06-14Ben Dixon,"trueskill.Rating(mu=22.593, sigma=6.609)",1977-06-14Ben Dixon,22.593290477218595,6.609283826389492,2.7654389980501186,Ben Dixon,1977-06-14
81,1977-06-16Jason Torney,"trueskill.Rating(mu=27.302, sigma=6.922)",1977-06-16Jason Torney,27.301783759695617,6.921522132522559,6.53721736212794,Jason Torney,1977-06-16
82,1977-06-24Jeff Farmer,"trueskill.Rating(mu=24.589, sigma=6.124)",1977-06-24Jeff Farmer,24.588860859062883,6.123965747921131,6.216963615299491,Jeff Farmer,1977-06-24
83,1977-06-24Mal Michael,"trueskill.Rating(mu=20.415, sigma=5.812)",1977-06-24Mal Michael,20.41521266519806,5.811788196712069,2.9798480750618523,Mal Michael,1977-06-24
84,1977-07-09Daniel Ward,"trueskill.Rating(mu=21.487, sigma=6.524)",1977-07-09Daniel Ward,21.48680939319426,6.524130638910715,1.9144174764621162,Daniel Ward,1977-07-09
85,1977-08-11Byron Pickett,"trueskill.Rating(mu=34.086, sigma=7.048)",1977-08-11Byron Pickett,34.08577074200542,7.047839911032,12.942251008909423,Byron Pickett,1977-08-11
86,1977-08-15Anthony Rocca,"trueskill.Rating(mu=19.489, sigma=5.970)",1977-08-15Anthony Rocca,19.488982655104238,5.970049376385583,1.5788345259474887,Anthony Rocca,1977-08-15
87,1977-08-20Aaron Hamill,"trueskill.Rating(mu=26.200, sigma=7.762)",1977-08-20Aaron Hamill,26.199545867671628,7.761771285039504,2.9142320125531143,Aaron Hamill,1977-08-20
88,1977-09-04Rhett Biglands,"trueskill.Rating(mu=26.558, sigma=7.884)",1977-09-04Rhett Biglands,26.557827709560037,7.883975453087646,2.9059013502971,Rhett Biglands,1977-09-04
89,1977-09-21Adem Yze,"trueskill.Rating(mu=26.140, sigma=6.487)",1977-09-21Adem Yze,26.13952372241225,6.486711786100304,6.67938836411134,Adem Yze,1977-09-21
90,1977-10-09Jade Rawlings,"trueskill.Rating(mu=21.027, sigma=8.134)",1977-10-09Jade Rawlings,21.027494831007076,8.133745164618109,-3.3737406628472506,Jade Rawlings,1977-10-09
91,1977-10-31Josh Mahoney,"trueskill.Rating(mu=23.003, sigma=6.777)",1977-10-31Josh Mahoney,23.002888830916408,6.77719935932952,2.671290752927849,Josh Mahoney,1977-10-31
92,1977-12-30Scott Lucas,"trueskill.Rating(mu=24.796, sigma=5.837)",1977-12-30Scott Lucas,24.795571111074672,5.837133532225904,7.284170514396962,Scott Lucas,1977-12-30
93,1978-01-04Paul Licuria,"trueskill.Rating(mu=20.272, sigma=7.079)",1978-01-04Paul Licuria,20.2723877254914,7.0790194587467505,-0.9646706507488538,Paul Licuria,1978-01-04
94,1978-01-25Jason Johnson,"trueskill.Rating(mu=22.889, sigma=7.322)",1978-01-25Jason Johnson,22.888986021939495,7.321761505130492,0.9237015065480207,Jason Johnson,1978-01-25
95,1978-01-29Peter Burgoyne,"trueskill.Rating(mu=28.665, sigma=5.774)",1978-01-29Peter Burgoyne,28.664759425945554,5.774218044245295,11.34210529320967,Peter Burgoyne,1978-01-29
96,1978-01-31Simon Prestigiacomo,"trueskill.Rating(mu=25.600, sigma=5.427)",1978-01-31Simon Prestigiacomo,25.599680401655313,5.427260325636972,9.317899424744397,Simon Prestigiacomo,1978-01-31
97,1978-02-10Nathan Brown,"trueskill.Rating(mu=22.984, sigma=6.054)",1978-02-10Nathan Brown,22.984192862372556,6.053733669061775,4.8229918551872295,Nathan Brown,1978-02-10
98,1978-02-14Nathan Thompson,"trueskill.Rating(mu=22.001, sigma=6.343)",1978-02-14Nathan Thompson,22.001061869990618,6.342719655836805,2.972902902480204,Nathan Thompson,1978-02-14
99,1978-02-22Brett Voss,"trueskill.Rating(mu=24.955, sigma=6.645)",1978-02-22Brett Voss,24.95479841988019,6.645052197755336,5.019641826614183,Brett Voss,1978-02-22
100,1978-03-05Jared Crouch,"trueskill.Rating(mu=17.581, sigma=6.508)",1978-03-05Jared Crouch,17.581062748530695,6.50797123883198,-1.9428509679652457,Jared Crouch,1978-03-05
101,1978-03-15Kane Johnson,"trueskill.Rating(mu=24.028, sigma=6.137)",1978-03-15Kane Johnson,24.028449449326395,6.136613521694123,5.618608884244026,Kane Johnson,1978-03-15
102,1978-03-24Michael Braun,"trueskill.Rating(mu=27.676, sigma=5.734)",1978-03-24Michael Braun,27.6758712160447,5.733610804998543,10.47503880104907,Michael Braun,1978-03-24
103,1978-03-29Chad Morrison,"trueskill.Rating(mu=23.936, sigma=7.965)",1978-03-29Chad Morrison,23.93565648301505,7.964687666440025,0.04159348369497451,Chad Morrison,1978-03-29
104,1978-04-16Matthew Lloyd,"trueskill.Rating(mu=30.962, sigma=5.694)",1978-04-16Matthew Lloyd,30.962165622948934,5.69401751606138,13.880113074764793,Matthew Lloyd,1978-04-16
105,1978-05-04Brett Burton,"trueskill.Rating(mu=21.210, sigma=6.424)",1978-05-04Brett Burton,21.20988524357636,6.423802375432681,1.938478117278315,Brett Burton,1978-05-04
106,1978-05-14Brent Harvey,"trueskill.Rating(mu=25.886, sigma=3.614)",1978-05-14Brent Harvey,25.886037340134287,3.6135401928732827,15.045416761514439,Brent Harvey,1978-05-14
107,1978-05-20Dean Rioli,"trueskill.Rating(mu=24.314, sigma=8.297)",1978-05-20Dean Rioli,24.314354976653675,8.296725572821941,-0.575821741812149,Dean Rioli,1978-05-20
108,1978-05-23Mark Johnson,"trueskill.Rating(mu=22.659, sigma=6.069)",1978-05-23Mark Johnson,22.658514234517053,6.069215593933077,4.450867452717823,Mark Johnson,1978-05-23
109,1978-06-21Joel Bowden,"trueskill.Rating(mu=22.187, sigma=5.372)",1978-06-21Joel Bowden,22.187171918137878,5.372474002468467,6.069749910732476,Joel Bowden,1978-06-21
110,1978-06-30Ben Cousins,"trueskill.Rating(mu=36.748, sigma=6.181)",1978-06-30Ben Cousins,36.74752394871884,6.180810687490938,18.20509188624603,Ben Cousins,1978-06-30
111,1978-07-13Troy Simmonds,"trueskill.Rating(mu=22.167, sigma=6.043)",1978-07-13Troy Simmonds,22.166675681491004,6.042658173717962,4.038701160337116,Troy Simmonds,1978-07-13
112,1978-07-18Tom Harley,"trueskill.Rating(mu=31.316, sigma=6.089)",1978-07-18Tom Harley,31.316467368258554,6.089443072232624,13.048138151560682,Tom Harley,1978-07-18
113,1978-08-18Shannon Motlop,"trueskill.Rating(mu=21.571, sigma=8.178)",1978-08-18Shannon Motlop,21.571295381660704,8.177887329861719,-2.9623666079244515,Shannon Motlop,1978-08-18
114,1978-08-26Jess Sinclair,"trueskill.Rating(mu=23.752, sigma=6.121)",1978-08-26Jess Sinclair,23.7523046731971,6.120934063721909,5.3895024820313715,Jess Sinclair,1978-08-26
115,1978-09-26Kent Kingsley,"trueskill.Rating(mu=20.721, sigma=7.653)",1978-09-26Kent Kingsley,20.720662119876508,7.653085172343748,-2.2385933971547374,Kent Kingsley,1978-09-26
116,1978-10-21Tim Notting,"trueskill.Rating(mu=23.546, sigma=5.444)",1978-10-21Tim Notting,23.546166118539546,5.44414955433,7.213717455549546,Tim Notting,1978-10-21
117,1978-11-10Nathan Eagleton,"trueskill.Rating(mu=27.558, sigma=5.416)",1978-11-10Nathan Eagleton,27.558465696766724,5.416146490742497,11.310026224539236,Nathan Eagleton,1978-11-10
118,1978-11-14Josh Wooden,"trueskill.Rating(mu=23.793, sigma=8.204)",1978-11-14Josh Wooden,23.793060623222388,8.204386463230207,-0.8200987664682344,Josh Wooden,1978-11-14
119,1978-11-21Daniel Bradshaw,"trueskill.Rating(mu=25.319, sigma=5.173)",1978-11-21Daniel Bradshaw,25.31870926494971,5.173471193460698,9.798295684567616,Daniel Bradshaw,1978-11-21
120,1978-11-22Steven King,"trueskill.Rating(mu=27.703, sigma=6.787)",1978-11-22Steven King,27.70253691311339,6.787143124246194,7.341107540374807,Steven King,1978-11-22
121,1978-11-24Russell Robertson,"trueskill.Rating(mu=30.848, sigma=5.821)",1978-11-24Russell Robertson,30.84817800391234,5.821327684808434,13.38419494948704,Russell Robertson,1978-11-24
122,1978-11-29Ben Mathews,"trueskill.Rating(mu=23.101, sigma=6.528)",1978-11-29Ben Mathews,23.10058309538177,6.527990837194646,3.5166105837978314,Ben Mathews,1978-11-29
123,1978-12-07Scott Welsh,"trueskill.Rating(mu=29.724, sigma=5.828)",1978-12-07Scott Welsh,29.724187362022366,5.8279124303086896,12.240450071096298,Scott Welsh,1978-12-07
124,1978-12-14Dean Brogan,"trueskill.Rating(mu=33.887, sigma=5.285)",1978-12-14Dean Brogan,33.88696037696635,5.285148711580322,18.031514242225384,Dean Brogan,1978-12-14
125,1978-12-24Warren Tredrea,"trueskill.Rating(mu=30.732, sigma=5.467)",1978-12-24Warren Tredrea,30.732236346108625,5.467313804739253,14.330294931890865,Warren Tredrea,1978-12-24
126,1978-12-29Matthew Carr,"trueskill.Rating(mu=28.239, sigma=6.529)",1978-12-29Matthew Carr,28.23911956604926,6.529187650622365,8.651556614182166,Matthew Carr,1978-12-29
127,1979-01-15James Walker,"trueskill.Rating(mu=19.935, sigma=7.452)",1979-01-15James Walker,19.934866906898566,7.4520501265893415,-2.421283472869458,James Walker,1979-01-15
128,1979-01-29Chris Heffernan,"trueskill.Rating(mu=18.825, sigma=7.542)",1979-01-29Chris Heffernan,18.82476341807732,7.541984910810279,-3.8011913143535168,Chris Heffernan,1979-01-29
129,1979-02-04Cory McGrath,"trueskill.Rating(mu=23.444, sigma=7.616)",1979-02-04Cory McGrath,23.444321241911503,7.616039452776014,0.5962028835834623,Cory McGrath,1979-02-04
130,1979-02-24Ben Hudson,"trueskill.Rating(mu=28.732, sigma=5.292)",1979-02-24Ben Hudson,28.731763028273708,5.2921897056033735,12.855193911463587,Ben Hudson,1979-02-24
131,1979-03-06Troy Makepeace,"trueskill.Rating(mu=19.500, sigma=7.710)",1979-03-06Troy Makepeace,19.50015327351328,7.70999132332374,-3.629820696457937,Troy Makepeace,1979-03-06
132,1979-03-15Shane OBree,"trueskill.Rating(mu=21.253, sigma=5.778)",1979-03-15Shane OBree,21.252663009390893,5.777886277579566,3.9190041766521944,Shane OBree,1979-03-15
133,1979-04-03Mark Bolton,"trueskill.Rating(mu=20.166, sigma=7.356)",1979-04-03Mark Bolton,20.16590205172154,7.356129144595638,-1.9024853820653718,Mark Bolton,1979-04-03
134,1979-04-03Simon Black,"trueskill.Rating(mu=26.324, sigma=4.558)",1979-04-03Simon Black,26.324048023571635,4.557839239864597,12.650530303977844,Simon Black,1979-04-03
135,1979-04-09Ian Perrie,"trueskill.Rating(mu=26.581, sigma=7.304)",1979-04-09Ian Perrie,26.58057859988688,7.304167986048732,4.668074641740684,Ian Perrie,1979-04-09
136,1979-04-19Greg Tivendale,"trueskill.Rating(mu=21.670, sigma=6.515)",1979-04-19Greg Tivendale,21.670237712941763,6.514814967250426,2.125792811190486,Greg Tivendale,1979-04-19
137,1979-05-25Troy Longmuir,"trueskill.Rating(mu=24.865, sigma=8.331)",1979-05-25Troy Longmuir,24.865390215203707,8.331047170418937,-0.12775129605310553,Troy Longmuir,1979-05-25
138,1979-05-28Heath Black,"trueskill.Rating(mu=29.517, sigma=6.434)",1979-05-28Heath Black,29.517235827501707,6.433504362756659,10.21672273923173,Heath Black,1979-05-28
139,1979-06-05Matthew Scarlett,"trueskill.Rating(mu=33.831, sigma=4.535)",1979-06-05Matthew Scarlett,33.830637884504775,4.535282332158813,20.224790888028338,Matthew Scarlett,1979-06-05
140,1979-06-29Matthew Bode,"trueskill.Rating(mu=26.109, sigma=7.460)",1979-06-29Matthew Bode,26.109186001678086,7.460057575315955,3.729013275730221,Matthew Bode,1979-06-29
141,1979-07-05Michael Gardiner,"trueskill.Rating(mu=29.480, sigma=6.906)",1979-07-05Michael Gardiner,29.480494934097667,6.906390725051227,8.761322758943987,Michael Gardiner,1979-07-05
142,1979-07-12Damien Peverill,"trueskill.Rating(mu=24.116, sigma=6.722)",1979-07-12Damien Peverill,24.116182018546894,6.722017670673099,3.9501290065275967,Damien Peverill,1979-07-12
143,1979-08-03David Wirrpanda,"trueskill.Rating(mu=22.159, sigma=5.255)",1979-08-03David Wirrpanda,22.15928748872976,5.254765636724797,6.394990578555369,David Wirrpanda,1979-08-03
